Time,X,Y,Z,Phi,Theta,Psi,U,V,W,P,Q,R,Speed,Beta_c,Alpha_c,Chi,delta_r,delta_s,n_prop
0.38,0.1019117300295479,0.0021018201765002,0.0003761418641352,1.8479734444507745,-0.4370622835830482,-0.003788849664157,0.6742962168123011,0.0097957536989894,-0.0009700983113459,7.434332059532502,-2.725872401777662,0.040414302629169,0.6743680641079074,0.8322987016721698,-0.0824303907076681,0.8285098520080127,-0.0015019939152391,-0.0174296048084238,1525.0
0.4,0.1163569257886869,0.0023037194585983,0.0004662345624391,1.9883875236100477,-0.494500641531418,-0.0047303452949351,0.7222724669428082,0.0101050428243285,-0.0013315184903671,7.020344866732871,-2.8719422474459138,0.0455636144369482,0.722344378628104,0.8015514376643761,-0.1056253794907536,0.796821092369441,-0.0017870058542556,-0.023320422467619,1525.0
0.42,0.1317445525817092,0.0025114084826795,0.0005713768568869,2.1187076274128036,-0.554605417651186,-0.0058100569572678,0.7693971967470629,0.0103936854252397,-0.0017449430941344,6.515539264474776,-3.0053023559054965,0.0503215331899425,0.7694693755344388,0.7739540641629469,-0.1299429004869533,0.768144007205679,-0.0020326921367239,-0.0292679202860062,1525.0
0.44,0.1480562057391103,0.002724529884601,0.0006930204966409,2.237388487463124,-0.6171046186669285,-0.0070313457486493,0.8156022375880218,0.0106644223848069,-0.0022083302769639,5.933451926865566,-3.1250811994442445,0.0545099285163779,0.81567494542005,0.7491293510220145,-0.1551340710130444,0.7420980052733651,-0.002224034789526,-0.0352087476866182,1525.0
0.46,0.165272456906392,0.0029427759296305,0.0008326504638854,2.3431676844836726,-0.6817103816508134,-0.0083952770766307,0.8608364773328094,0.0109201364684949,-0.0027184940459352,5.288225353603336,-3.2304877814837543,0.0579694116475995,0.8609100303150898,0.7267863169634887,-0.1809376365756323,0.718391039886858,-0.0023476515387932,-0.0410752486858229,1525.0
0.48,0.1833731304165615,0.0031658875292225,0.0009917792947544,2.4350704428934336,-0.7481206374976077,-0.0099004494133035,0.9050626359728204,0.0111637834690406,-0.0032711826121978,4.59424250776475,-3.3208131303312385,0.0605674430688846,0.9051373960516136,0.7066972095652464,-0.2070841664699609,0.6967967601519682,-0.0023924800006258,-0.0467960464792758,1525.0
0.5,0.2023375272855572,0.0033936522462991,0.0011719402190911,2.5124079691878567,-0.8160209082205572,-0.0115428618175641,0.9482546481773392,0.0113983255827846,-0.0038611796678661,3.8658040824290856,-3.395436654596387,0.062205159185235,0.9483310120018472,0.6886805137046734,-0.2333002813871394,0.6771376518871093,-0.0023503534513826,-0.0522969236176005,1525.0
0.52,0.2221446068605127,0.0036259015352394,0.0013746789066749,2.574770165964854,-0.8850863144335848,-0.0133158268048355,0.9903955464609322,0.0116266675027272,-0.0044824261084925,3.1168473308587066,-3.4538364287913152,0.0628226055512342,0.9904739320096646,0.6725882205558832,-0.2593129031767301,0.6592723937510476,-0.0022164418122988,-0.0575019594281331,1525.0
0.54,0.2427731343464743,0.0038625074503046,0.0016015436930995,2.622013528769542,-0.9549838499201632,-0.0152099356112632,1.0314757545489444,0.0118515961056148,-0.005128159614282,2.3607052199969596,-3.495602469068705,0.0624021335605504,1.031556586219871,0.6582961881837157,-0.2848535028163694,0.6430862525724526,-0.0019895372791746,-0.0623348838578543,1525.0
0.56,0.2642018009210253,0.0041033790367063,0.0018540742509364,2.654245004444181,-1.025374960645617,-0.0172130826520276,1.0714917149947665,0.0120757248813813,-0.005791069314362,1.6099044770949016,-3.520452039881652,0.0609697989219688,1.0715754079474018,0.6456968074009447,-0.3096623102807859,0.6284837247489171,-0.0016721708567667,-0.0667206036458329,1525.0
0.58,0.2864093218810535,0.0043484585928759,0.0021337887664343,2.6718025570116484,-1.095918445938218,-0.019310554964369,1.110444787727453,0.012301444390949,-0.0064634625114348,0.8760008925924726,-3.528246010172164,0.0585946916375768,1.1105317323124129,0.6346934339847714,-0.3334924391919526,0.6153828790204022,-0.0012705537423359,-0.0705868530624981,1525.0
0.6,0.3093745172134475,0.0045977179620807,0.0024421697744843,2.6752331501056337,-1.1662736799599198,-0.0214851906879859,1.1483403669335033,0.012530880041059,-0.0071374401651741,0.1694500267528117,-3.519005261173373,0.0553862251152933,1.1484309140456328,0.6251962094801842,-0.3561138699011981,0.6037110187921982,-0.00079434575545,-0.0738659178187791,1525.0
